time,Hoonah,Skagway,Klukwan,Yakutat,Craig,Kasaan
1980-09-02,1.9282227,0.0,0.22692871,5.4816895,0.38952637,0.08508301
1980-09-03,24.44873,4.5445557,10.235107,21.336914,33.757446,22.761719
1980-09-04,8.602539,3.7102966,7.183777,10.144531,11.463501,14.944702
1980-09-05,1.4018555,2.9534607,1.3539429,0.0,9.167603,13.144653
1980-09-06,9.777832,16.205841,11.1779175,0.8820801,0.037353516,2.8901367
1980-09-07,1.3708496,0.0,0.0,1.9033203,0.0,0.0
1980-09-08,67.555176,12.073578,23.136414,63.677002,4.1453857,2.1862793
1980-09-09,20.231201,8.952393,15.714905,24.570312,12.862061,15.555664
1980-09-10,6.5668945,0.60910034,2.7268066,3.6972656,0.0,0.0
1980-09-11,0.026123047,0.2633667,0.062927246,1.2128906,0.0,0.0
1980-09-12,0.0,0.0,0.0,0.0,0.0,0.0
1980-09-13,0.0,4.534485,1.8070679,16.971191,0.0,0.0
1980-09-14,0.0,0.23077393,0.80963135,19.37915,0.0,0.0
1980-09-15,0.06640625,0.016967773,0.020812988,2.0144043,0.0,0.0
1980-09-16,0.13183594,7.2920837,2.999817,1.753418,1.3618164,0.18273926
1980-09-17,0.099365234,0.25482178,0.046020508,0.0,0.027954102,0.10241699
1980-09-18,0.75439453,0.0,0.0,0.0,10.440186,5.734619
1980-09-19,0.051513672,0.0,0.0004272461,0.0,40.530884,40.705322
1980-09-20,0.0,0.11038208,0.06756592,0.0,0.0,0.0871582
1980-09-21,2.630127,2.7610168,1.7600708,5.903076,2.501709,1.1199951
1980-09-22,16.96753,3.831421,4.9902954,26.236084,30.818848,23.442627
1980-09-23,17.267822,0.5043335,2.3876343,35.044678,2.1568604,0.98095703
1980-09-24,25.610107,6.5682983,7.8792114,22.288086,4.8044434,2.4661865
1980-09-25,19.831787,6.747986,5.396179,0.076660156,7.1258545,5.0617676
1980-09-26,0.0,0.0,0.0,0.64086914,0.0,0.15075684
1980-09-27,32.31421,1.6925049,4.4032593,50.306152,5.5994873,14.318848
1980-09-28,19.297852,3.6134033,8.85144,15.388184,46.04126,47.68457
1980-09-29,56.854004,12.285278,28.680908,47.751465,10.539917,23.79187
1980-09-30,11.654297,4.782013,23.165527,34.838867,0.33850098,1.1777344
1980-10-01,75.61548,13.331055,47.855347,79.8291,56.6261,40.338867
1980-10-02,8.9296875,3.6705322,20.9906,81.72168,105.9707,63.291504
1980-10-03,95.34985,33.829468,53.93042,58.3042,2.0037842,0.0
1980-10-04,1.7473145,0.06188965,4.740967,42.246094,3.7357178,34.549805
1980-10-05,148.30615,29.67038,38.381714,74.51172,44.56421,147.03735
1980-10-06,26.724121,35.337585,38.15222,64.28369,6.1394043,2.258545
1980-10-07,56.283203,32.61914,80.840454,100.60742,6.831787,24.63208
1980-10-08,18.439209,4.9746094,28.704834,94.601074,8.344482,15.722656
1980-10-09,59.831055,1.8412476,14.511719,108.66724,2.7398682,4.0270996
1980-10-10,0.58154297,0.51123047,10.076416,103.61621,0.010620117,0.0
1980-10-11,16.33081,7.043396,9.078247,3.4501953,0.021118164,0.07910156
1980-10-12,4.3129883,1.5358276,7.7089844,30.82373,0.32348633,4.5981445
1980-10-13,0.0,0.0,0.0,0.0,0.0,0.0
1980-10-14,0.0,0.0,0.0,1.1655273,0.0,0.0
1980-10-15,51.81543,2.830017,12.166992,132.40869,17.045166,3.3693848
1980-10-16,78.999756,21.192139,50.617065,33.884277,2.43396,3.683838
1980-10-17,48.055664,11.190918,34.335693,31.865723,14.976929,11.582275
1980-10-18,49.83838,18.164734,49.77173,77.67822,4.7105713,40.03833
1980-10-19,5.2250977,4.5096436,11.462158,56.89795,0.0,0.064208984
1980-10-20,19.848389,0.43579102,2.4135742,14.244629,36.599854,27.634766
1980-10-21,8.485107,0.184021,0.9727783,36.7417,1.4460449,2.1418457
1980-10-22,0.0,0.0,0.0,0.11230469,0.17102051,0.0
1980-10-23,0.09033203,0.076660156,0.8984375,47.436523,0.0,0.0
1980-10-24,0.1940918,0.0,0.0,5.083008,11.328125,16.547607
1980-10-25,20.528809,0.10247803,1.2077637,40.740234,20.940552,12.418701
1980-10-26,0.30639648,0.82196045,1.8033447,1.6640625,14.288452,7.3708496
1980-10-27,33.75244,5.418213,10.887817,21.859863,38.58435,51.527832
1980-10-28,26.45752,10.597656,12.620605,51.45215,53.14624,78.62329
1980-10-29,8.27124,1.4377441,9.297852,26.344727,8.483154,3.8723145
1980-10-30,1.2150879,0.008361816,0.49719238,0.014404297,4.4224854,7.5654297
1980-10-31,25.075928,2.7548218,6.7962646,20.125977,34.353516,39.968994
1980-11-01,30.523193,4.1157837,13.902954,78.94336,25.616455,54.462402
1980-11-02,6.1967773,0.75634766,6.02417,16.497559,2.6987305,0.98657227
1980-11-03,27.714111,2.1212769,8.511353,43.487793,19.956787,31.177002
1980-11-04,33.305176,18.426575,42.219727,92.211914,2.026123,13.916992
1980-11-05,1.9143066,0.44415283,2.6000977,22.733398,15.578003,45.420166
1980-11-06,2.576416,0.12579346,0.0,0.0,10.006348,18.960938
1980-11-07,6.147949,0.24401855,0.43432617,0.0,11.627441,14.8515625
1980-11-08,6.760742,2.654663,0.97302246,0.0,8.205078,19.480469
1980-11-09,1.7836914,3.447815,4.114624,0.063964844,12.104248,14.337402
1980-11-10,2.7631836,0.0,0.016967773,0.0,19.311768,10.455566
1980-11-11,0.0,0.0,0.0,0.0,24.131348,4.408203
1980-11-12,23.689697,5.4833984,21.735718,56.961914,36.10913,45.856445
1980-11-13,15.371582,4.5532227,4.9161377,17.721191,28.344849,51.8833
1980-11-14,4.102051,0.49804688,0.66552734,12.557129,12.687012,3.1308594
1980-11-15,46.067383,1.8140259,15.419434,55.9917,11.166992,11.5529785
